21,6,1,0
2,0,1,0
0,0,0,1
1,0,1,0
0,0,1,0
2,0,0,0
12,4,10,6
1,0,0,0
1,0,0,0
0,0,0,0
623,558,264,219
338,290,85,36
4,1,6,2
1,1,2,1
4,6,0,3
0,0,3,0
0,0,1,2
3,0,0,0
390,332,96,65
13,6,2,3
2,0,0,1
3,1,13,7
10,5,8,6
27,13,10,7
13,5,4,8
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
3,0,0,0
